;Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year
637;Bishoujo Senshi Sailor Moon: Sailor Stars;996;TV;34;24 min. per ep.;Toei Animation;Manga;Adventure,Comedy,Drama,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;1698;7.93;Shoujo;1996
638;Eyeshield 21;15;TV;145;23 min. per ep.;Gallop;Manga;Action,Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;1126;7.93;Shounen;2005
639;Final Fantasy VII: Advent Children Complete;2952;OVA;1;2 hr. 6 min.;Square Enix;Game;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;1419;7.93;N\A;2009
640;Hidamari Sketch x Honeycomb;11239;TV;12;24 min. per ep.;Shaft;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;3998;7.93;Seinen;2012
641;JoJo no Kimyou na Bouken (TV);14719;TV;26;24 min. per ep.;David Production;Manga;Action,Adventure,Supernatural;N\A; R - 17+ (violence & profanity)  ;65;7.93;Shounen;2012
642;Kidou Keisatsu Patlabor 2 the Movie;1096;Movie;1;1 hr. 53 min.;Production I.G,Production Reed;Original;Drama,Mystery,Sci-Fi;Mecha,Military,Police; PG-13 - Teens 13 or older  ;3408;7.93;N\A;1993
643;Kotonoha no Niwa;16782;Movie;1;46 min.;CoMix Wave Films;Original;Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;184;7.93;N\A;2013
644;Love Live! The School Idol Movie;24997;Movie;1;1 hr. 42 min.;Sunrise;Original;N\A;Music,School; PG-13 - Teens 13 or older  ;1471;7.93;N\A;2015
645;Mobile Suit Gundam 0080: War in the Pocket;82;OVA;6;27 min. per ep.;Sunrise;Original;Drama,Sci-Fi;Mecha,Military,Space; PG-13 - Teens 13 or older  ;2579;7.93;N\A;1989
646;Mobile Suit Gundam Thunderbolt: December Sky;33221;Movie;1;1 hr. 9 min.;Sunrise;Manga;Action,Drama,Sci-Fi;Mecha,Military,Space; R - 17+ (violence & profanity)  ;4244;7.93;N\A;2016
647;SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi;16395;OVA;1;27 min.;Tatsunoko Production;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;4073;7.93;Shounen;2013
648;Takarajima;2618;TV;26;24 min. per ep.;Madhouse,TMS Entertainment;Novel;Adventure,Drama,Mystery;N\A; PG-13 - Teens 13 or older  ;4432;7.93;N\A;1978
649;Touhai Densetsu Akagi: Yami ni Maiorita Tensai;658;TV;26;23 min. per ep.;Madhouse;Manga;N\A;Game,Psychological; R - 17+ (violence & profanity)  ;1792;7.93;Seinen;2005
650;Wotaku ni Koi wa Muzukashii OVA;38349;OVA;3;24 min. per ep.;A-1 Pictures,Lapin Track;Web;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1204;7.93;N\A;2019
651;Yakitate!! Japan;28;TV;69;24 min. per ep.;Sunrise;Manga;Comedy,Gourmet;N\A; PG-13 - Teens 13 or older  ;1827;7.93;Shounen;2004
652;Yuru Yuri: San☆Hai!;30279;TV;12;23 min. per ep.;TYO Animations;Manga;Comedy,Girls Love,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1539;7.93;N\A;2015
653;One Piece Film: Gold;31490;Movie;1;2 hr.;Toei Animation;Manga;Action,Adventure,Comedy,Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;1167;7.92;Shounen;2016
654;Ore Monogatari!!;28297;TV;24;22 min. per ep.;Madhouse;Manga;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;283;7.92;Shoujo;2015
655;Overlord;29803;TV;13;24 min. per ep.;Madhouse;Light;Action,Adventure,Fantasy,Supernatural;N\A; R - 17+ (violence & profanity)  ;72;7.92;N\A;2015
656;Overlord III;37675;TV;13;23 min. per ep.;Madhouse;Light;Action,Fantasy,Supernatural;N\A; R - 17+ (violence & profanity)  ;203;7.92;N\A;2018
657;Plastic Memories;27775;TV;13;24 min. per ep.;Doga Kobo;Original;Drama,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;157;7.92;N\A;2015
658;Quanzhi Gaoshou;33926;ONA;12;24 min. per ep.;B.CMAY PICTURES;Novel;N\A;N\A; PG-13 - Teens 13 or older  ;549;7.92;N\A;2017
659;Tonikaku Kawaii;41389;TV;12;23 min. per ep.;Seven Arcs;Manga;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;325;7.92;Shounen;2020
660;Cike Wu Liuqi;38409;ONA;10;14 min. per ep.;add some;Original;Action,Comedy,Drama,Mystery,Romance;Martial Arts,Super Power; PG-13 - Teens 13 or older  ;2454;7.92;N\A;2018
661;City Hunter;1470;TV;51;25 min. per ep.;Sunrise;Manga;Action,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;2196;7.92;Shounen;1987
662;Code Geass: Fukkatsu no Lelouch;34437;Movie;1;1 hr. 52 min.;Sunrise;Original;Action,Drama,Sci-Fi;Mecha,Military,Super Power; R - 17+ (violence & profanity)  ;704;7.92;N\A;2019
663;Detective Conan OVA 09: The Stranger in 10 Years...;6438;OVA;1;22 min.;TMS Entertainment;Manga;Adventure,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;4171;7.92;Shounen;2009
664;Hanasaku Iroha;9289;TV;26;24 min. per ep.;P.A. Works;Original;Comedy,Drama,Slice of Life;N\A; PG-13 - Teens 13 or older  ;596;7.92;N\A;2011
665;Kaleido Star;427;TV;51;23 min. per ep.;Gonzo;Original;Comedy,Drama,Fantasy,Sports;N\A; PG-13 - Teens 13 or older  ;1998;7.92;Shoujo;2003
666;Macross;1088;TV;36;25 min. per ep.;Tatsunoko Production;Original;Action,Romance,Sci-Fi;Mecha,Military,Music,Space; PG-13 - Teens 13 or older  ;1747;7.92;N\A;1982
667;Aria the Avvenire;29893;Special;3;21 min. per ep.;TYO Animations;Manga;Fantasy,Sci-Fi,Slice of Life;N\A; G - All Ages  ;3779;7.91;Shounen;2015
668;Bungou Stray Dogs Wan!;42250;TV;12;11 min. per ep.;Bones,Nomad;Manga;Comedy,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;1972;7.91;N\A;2021
669;Drifters;31339;TV;12;23 min. per ep.;Hoods Drifters Studio;Manga;Action,Adventure,Comedy,Fantasy;Historical,Samurai; R - 17+ (violence & profanity)  ;356;7.91;Seinen;2016
670;ef: A Tale of Memories.;2924;TV;12;24 min. per ep.;Shaft;Visual;Drama,Mystery,Romance;N\A; PG-13 - Teens 13 or older  ;793;7.91;N\A;2007
671;Ergo Proxy;790;TV;23;25 min. per ep.;Manglobe;Original;Mystery,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;297;7.91;N\A;2006
672;Free!: Eternal Summer - Kindan no All Hard!;26213;Special;1;24 min.;Kyoto Animation;Original;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1863;7.91;N\A;2015
673;Hidamari Sketch x ☆☆☆;7062;TV;12;24 min. per ep.;Shaft;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;3697;7.91;Seinen;2010
674;Higurashi no Naku Koro ni;934;TV;26;24 min. per ep.;Studio Deen;Visual;Horror,Mystery,Supernatural,Suspense;N\A; R - 17+ (violence & profanity)  ;193;7.91;N\A;2006
675;Ie Naki Ko Remy;2829;TV;23;23 min. per ep.;Nippon Animation;Novel;Adventure,Drama,Slice of Life;N\A; G - All Ages  ;4297;7.91;N\A;1996
676;Jormungand: Perfect Order;13331;TV;12;24 min. per ep.;White Fox;Manga;Action,Adventure;N\A; R+ - Mild Nudity  ;1087;7.91;Seinen;2012
677;Lupin III (2015);27947;TV;24;25 min. per ep.;Telecom Animation Film;Manga;Action,Adventure,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;2315;7.91;Seinen;2015
678;Ookiku Furikabutte;2159;TV;25;25 min. per ep.;A-1 Pictures;Manga;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;1779;7.91;Seinen;2007
679;Saiunkoku Monogatari;957;TV;39;25 min. per ep.;Madhouse;Light;Adventure,Comedy,Drama,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;1845;7.91;N\A;2006
680;Sakigake!! Cromartie Koukou;114;TV;26;12 min. per ep.;Production I.G;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;1422;7.91;Shounen;2003
681;Shirokuma Cafe;12815;TV;50;24 min. per ep.;Studio Pierrot;Manga;Comedy,Slice of Life;N\A; G - All Ages  ;1886;7.91;Josei;2012
682;Tennis no Ouji-sama: Zenkoku Taikai-hen;995;OVA;13;23 min. per ep.;M.S.C;Manga;Action,Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;2806;7.91;Shounen;2006
683;Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal;2752;OVA;6;23 min. per ep.;M.S.C;Manga;Action,Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;3169;7.91;N\A;2007
684;Ushio to Tora (TV) 2nd Season;31098;TV;13;24 min. per ep.;MAPPA,Studio VOLN;Manga;Action,Adventure,Comedy,Supernatural;N\A; PG-13 - Teens 13 or older  ;1458;7.91;Shounen;2016
685;Vanitas no Karte;48580;TV;12;23 min. per ep.;Bones;Manga;N\A;Historical,Vampire; R - 17+ (violence & profanity)  ;675;7.91;Shounen;2021
686;Wu Shan Wu Xing;37936;ONA;3;26 min. per ep.;Nice Boat Animation,Samsara Animation Studio;Original;Action,Fantasy;Historical,Martial Arts; R - 17+ (violence & profanity)  ;2950;7.91;N\A;2020
687;Yagate Kimi ni Naru;37786;TV;13;24 min. per ep.;TROYCA;Manga;Drama,Girls Love,Romance;N\A; PG-13 - Teens 13 or older  ;702;7.91;N\A;2018
688;Yuri!!! on Ice;32995;TV;12;23 min. per ep.;MAPPA;Original;Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;170;7.91;N\A;2016
689;Zoku Sayonara Zetsubou Sensei;3228;TV;13;25 min. per ep.;Shaft;Manga;N\A;Parody,School; R - 17+ (violence & profanity)  ;1439;7.91;Shounen;2008
690;School Rumble;24;TV;26;23 min. per ep.;Studio Comet;Manga;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;598;7.90;Shounen;2004
691;Sekaiichi Hatsukoi OVA;8063;OVA;2;21 min. per ep.;Studio Deen;Manga;Boys Love,Comedy,Drama,Romance;N\A; PG-13 - Teens 13 or older  ;2209;7.90;N\A;2011
692;Shijou Saikyou no Deshi Kenichi OVA;11813;OVA;11;27 min. per ep.;Brain's Base;Manga;Action,Comedy;Martial Arts,School; R+ - Mild Nudity  ;2518;7.90;Shounen;2012
693;Terra e... (TV);2158;TV;24;24 min. per ep.;Tokyo Kids,Minami Machi Bugyousho;Manga;Action,Drama,Sci-Fi;Military,Space; PG-13 - Teens 13 or older  ;2398;7.90;Shounen;2007
694;Beastars;39195;TV;12;22 min. per ep.;Orange;Manga;Drama,Slice of Life;Psychological,School; R - 17+ (violence & profanity)  ;213;7.90;Shounen;2019
695;Bungou Stray Dogs: Dead Apple;34944;Movie;1;1 hr. 30 min.;Bones;Manga;Action,Comedy,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;926;7.90;N\A;2018
696;Carole & Tuesday;37435;TV;24;22 min. per ep.;Bones;Original;Drama,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;657;7.90;N\A;2019
697;Date A Live II: Kurumi Star Festival;22961;OVA;1;29 min.;Production IMS;Light;Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1188;7.90;N\A;2014
698;Death Billiards;14353;Movie;1;25 min.;Madhouse;Original;Drama,Mystery,Suspense;Game,Psychological; R - 17+ (violence & profanity)  ;868;7.90;N\A;2013
699;Gake no Ue no Ponyo;2890;Movie;1;1 hr. 40 min.;Studio Ghibli;Original;Adventure,Fantasy;N\A; G - All Ages  ;365;7.90;N\A;2008
700;Gakuen Babysitters;35222;TV;12;23 min. per ep.;Brain's Base;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;712;7.90;Shoujo;2018
701;Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai;3014;Movie;1;59 min.;Artland,Madhouse,Kitty Films,Kitty Film Mitaka Studio;Novel;Action,Sci-Fi;Military,Space; PG-13 - Teens 13 or older  ;3173;7.90;N\A;1988
702;Ginga Sengoku Gunyuuden Rai;3907;TV;52;25 min. per ep.;E&G Films;Manga;Adventure,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4807;7.90;Shounen;1994
703;Jigoku Shoujo Futakomori;1594;TV;26;25 min. per ep.;Studio Deen;Original;Horror,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;1238;7.90;N\A;2006
704;Kami nomi zo Shiru Sekai II;10080;TV;12;23 min. per ep.;Manglobe;Manga;Comedy,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;492;7.90;Shounen;2011
705;Karigurashi no Arrietty;7711;Movie;1;1 hr. 34 min.;Studio Ghibli;Novel;N\A;N\A; G - All Ages  ;643;7.90;N\A;2010
706;Kono Oto Tomare!;38080;TV;13;23 min. per ep.;Platinum Vision;Manga;Drama,Romance;Music,School; PG-13 - Teens 13 or older  ;831;7.90;Shounen;2019
707;Macross F;3572;TV;25;24 min. per ep.;Satelight;Original;Action,Romance,Sci-Fi;Mecha,Military,Music,Space; PG-13 - Teens 13 or older  ;1320;7.90;N\A;2008
708;Beastars 2nd Season;40935;TV;12;22 min. per ep.;Orange;Manga;Drama,Slice of Life;Psychological,School; R - 17+ (violence & profanity)  ;541;7.89;Shounen;2021
709;Code Geass: Hangyaku no Lelouch I - Koudou;34438;Movie;1;2 hr. 15 min.;Sunrise;Original;Action,Sci-Fi;Mecha,Military,School,Super Power; R+ - Mild Nudity  ;1882;7.89;N\A;2017
710;Douluo Dalu: Xiaowu Fuhuo;50364;ONA;13;20 min. per ep.;Sparkly Key Animation Studio;Novel;Action,Adventure,Fantasy,Romance;Historical,Martial Arts; PG-13 - Teens 13 or older  ;9228;7.89;N\A;2021
711;Mahou Shoujo Lyrical Nanoha: The Movie 1st;4985;Movie;1;2 hr. 10 min.;Seven Arcs;Original;Action,Comedy,Drama,Sci-Fi;N\A; R+ - Mild Nudity  ;3446;7.89;N\A;2010
712;Megalo Box;36563;TV;13;24 min. per ep.;TMS Entertainment;Original;Action,Drama,Sci-Fi,Sports;N\A; R - 17+ (violence & profanity)  ;390;7.89;N\A;2018
713;Mobile Suit Zeta Gundam;85;TV;50;24 min. per ep.;Sunrise;Original;Drama,Romance,Sci-Fi;Mecha,Military,Space; PG-13 - Teens 13 or older  ;2279;7.89;N\A;1985
714;One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken;36215;Special;1;1 hr. 46 min.;Toei Animation;Manga;Action,Adventure,Comedy,Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;3364;7.89;Shounen;2017
715;Sekaiichi Hatsukoi 2;11123;TV;12;24 min. per ep.;Studio Deen;Manga;Boys Love,Comedy,Drama,Romance;N\A; PG-13 - Teens 13 or older  ;1269;7.89;N\A;2011
716;Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai;20371;Movie;1;50 min.;Studio Deen;Light;Boys Love,Comedy,Drama,Romance;N\A; PG-13 - Teens 13 or older  ;2339;7.89;N\A;2014
717;Tiger & Bunny;9941;TV;25;24 min. per ep.;Sunrise;Original;Action,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;923;7.89;N\A;2011
718;Vampire Hunter D (2000);543;Movie;1;1 hr. 42 min.;Madhouse;Light;Action,Drama,Fantasy,Horror,Romance,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;1231;7.89;N\A;2000
719;Zan Sayonara Zetsubou Sensei;6377;TV;13;23 min. per ep.;Shaft;Manga;N\A;Parody,School; R - 17+ (violence & profanity)  ;1707;7.89;Shounen;2009
720;Mobile Suit Gundam: Hathaway's Flash;37765;Movie;1;1 hr. 35 min.;Sunrise;Novel;Action,Drama,Sci-Fi;Mecha,Military,Space; PG-13 - Teens 13 or older  ;3910;7.88;N\A;2021
721;One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai;25161;Special;1;1 hr. 47 min.;Toei Animation;Manga;Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;2011;7.88;Shounen;2014
722;Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu;6007;OVA;1;23 min.;Brain's Base,Marvy Jack;Light;Adventure,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;1210;7.88;N\A;2009
723;Sayonara Zetsubou Sensei;2605;TV;12;24 min. per ep.;Shaft;Manga;N\A;Parody,School; R - 17+ (violence & profanity)  ;570;7.88;Shounen;2007
724;Seitokai Yakuindomo* OVA;26123;OVA;10;25 min. per ep.;GoHands;4-koma;Comedy,Slice of Life;N\A; R - 17+ (violence & profanity)  ;2097;7.88;Shounen;2014
725;Space☆Dandy;20057;TV;13;24 min. per ep.;Bones;Original;Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;576;7.88;N\A;2014
726;Tennis no Ouji-sama;22;TV;178;22 min. per ep.;Trans Arts;Manga;Action,Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;1145;7.88;Shounen;2001
727;There She Is!!;6505;ONA;5;5 min. per ep.;add some;Unknown;Comedy,Romance;N\A; G - All Ages  ;3840;7.88;N\A;2003
728;Beelzebub;9513;TV;60;24 min. per ep.;Pierrot Plus;Manga;Action,Comedy,Supernatural;Demons,School; PG-13 - Teens 13 or older  ;321;7.88;Shounen;2011
729;Berserk: Ougon Jidai-hen II - Doldrey Kouryaku;12113;Movie;1;1 hr. 32 min.;Studio 4°C;Manga;Action,Adventure,Drama,Fantasy,Horror,Supernatural;Demons,Military; R+ - Mild Nudity  ;1031;7.88;Seinen;2012
730;Blue Period;46352;TV;12;23 min. per ep.;Seven Arcs;Manga;Drama,Slice of Life;N\A; PG-13 - Teens 13 or older  ;600;7.88;Seinen;2021
731;Carnival Phantasm;10012;OVA;12;14 min. per ep.;Lerche;Manga;Comedy,Supernatural;N\A; PG-13 - Teens 13 or older  ;1049;7.88;N\A;2011
732;Detective Conan Movie 02: The Fourteenth Target;780;Movie;1;1 hr. 39 min.;TMS Entertainment;Manga;Adventure,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;2432;7.88;Shounen;1998
733;Hoozuki no Reitetsu 2nd Season;35075;TV;13;23 min. per ep.;Studio Deen;Manga;Comedy,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;2838;7.88;Seinen;2017
734;Initial D Third Stage;187;Movie;1;1 hr. 45 min.;Studio Deen;Manga;Action,Drama,Romance,Sports;N\A; PG-13 - Teens 13 or older  ;1282;7.88;Seinen;2001
735;Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon Desu;49893;Special;1;23 min.;Kyoto Animation;Manga;Comedy,Fantasy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2881;7.88;N\A;2022
736;Lupin III vs. Detective Conan: The Movie;18429;Movie;1;1 hr. 48 min.;TMS Entertainment;Unknown;Action,Comedy,Mystery;N\A; G - All Ages  ;3548;7.88;Shounen;2013
737;Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie;15039;Movie;1;1 hr. 39 min.;A-1 Pictures;Original;Drama,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;710;7.87;N\A;2013
738;Bishoujo Senshi Sailor Moon S;532;TV;38;24 min. per ep.;Toei Animation;Manga;Drama,Romance;N\A; PG-13 - Teens 13 or older  ;1376;7.87;Shoujo;1994
739;Durarara!! Specials;8408;Special;2;23 min. per ep.;Brain's Base;Light;Action,Comedy,Supernatural;N\A; R - 17+ (violence & profanity)  ;1173;7.87;N\A;2010
740;Gekkan Shoujo Nozaki-kun;23289;TV;12;24 min. per ep.;Doga Kobo;4-koma;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;153;7.87;N\A;2014
741;Grisaia no Meikyuu: Caprice no Mayu 0;29093;Special;1;47 min.;8bit;Visual;N\A;N\A; R+ - Mild Nudity  ;920;7.87;N\A;2015
742;High☆Speed! Movie: Free! Starting Days;30415;Movie;1;1 hr. 50 min.;Kyoto Animation;Light;Comedy,Drama,Slice of Life,Sports;N\A; PG-13 - Teens 13 or older  ;1918;7.87;N\A;2015
743;Kokoro ga Sakebitagatterunda.;28725;Movie;1;1 hr. 59 min.;A-1 Pictures;Original;Drama,Romance;N\A; PG-13 - Teens 13 or older  ;649;7.87;N\A;2015
744;Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna;30745;Special;1;4 min.;Kyoto Animation;Light;N\A;N\A; PG-13 - Teens 13 or older  ;2471;7.87;N\A;2015
745;Noragami: Aragoto OVA;30885;OVA;2;23 min. per ep.;Bones;Manga;Action,Adventure,Comedy,Supernatural;N\A; PG-13 - Teens 13 or older  ;810;7.87;Shounen;2015
746;Osomatsu-san Movie;38201;Movie;1;1 hr. 48 min.;Studio Pierrot;Manga;N\A;N\A; R - 17+ (violence & profanity)  ;5004;7.87;N\A;2019
747;Top wo Nerae! Gunbuster;949;OVA;6;30 min. per ep.;Gainax;Original;Action,Comedy,Drama,Sci-Fi;Mecha,Military,Space; R+ - Mild Nudity  ;1571;7.87;Shounen;1988
748;Musekinin Kanchou Tylor;569;TV;26;23 min. per ep.;Tatsunoko Production;Light;Comedy,Sci-Fi;Military,Parody,Space; PG-13 - Teens 13 or older  ;2781;7.86;N\A;1993
749;Shingeki no Kyojin OVA;18397;OVA;3;23 min. per ep.;Wit Studio;Manga;Action,Drama,Fantasy;N\A; R - 17+ (violence & profanity)  ;452;7.86;Shounen;2013
750;Tanaka-kun wa Itsumo Kedaruge;32093;TV;12;24 min. per ep.;SILVER LINK.;Web;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;445;7.86;N\A;2016
751;Tentai Senshi Sunred 2nd Season;6582;TV;26;13 min. per ep.;AIC ASTA;Manga;N\A;Parody,Super Power; PG-13 - Teens 13 or older  ;6161;7.86;Seinen;2009
752;Uchouten Kazoku;17909;TV;13;24 min. per ep.;P.A. Works;Novel;Comedy,Drama,Fantasy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1213;7.86;N\A;2013
753;Yuru Yuri: Nachuyachumi!;23225;OVA;1;1 hr. 3 min.;TYO Animations;Manga;Comedy,Girls Love,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2197;7.86;N\A;2015
754;Aggressive Retsuko (ONA) 3rd Season;40215;ONA;10;16 min. per ep.;Fanworks;Other;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2274;7.86;N\A;2020
755;Douluo Dalu;37150;ONA;26;20 min. per ep.;Sparkly Key Animation Studio;Novel;Action,Adventure,Fantasy,Romance;Historical,Martial Arts; PG-13 - Teens 13 or older  ;4012;7.86;N\A;2018
756;Golden Kamuy;36028;TV;12;23 min. per ep.;Geno Studio;Manga;Action,Adventure;N\A; R - 17+ (violence & profanity)  ;629;7.86;Seinen;2018
757;Hanasaku Iroha Movie: Home Sweet Home;14175;Movie;1;1 hr. 6 min.;P.A. Works;Original;Comedy,Drama,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1936;7.86;N\A;2013
758;Hoozuki no Reitetsu OVA;24471;OVA;4;26 min. per ep.;Studio Deen,Wit Studio;Manga;Comedy,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;4526;7.86;Seinen;2015
759;Id:Invaded;40046;TV;13;24 min. per ep.;NAZ;Original;Mystery,Sci-Fi;Police,Psychological; R - 17+ (violence & profanity)  ;662;7.86;N\A;2020
760;Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari;429;OVA;1;50 min.;Gonzo;Original;Comedy,Drama;N\A; PG - Children  ;4825;7.86;Shoujo;2005
761;Kara no Kyoukai 4: Garan no Dou;4280;Movie;1;46 min.;ufotable;Light;Action,Mystery,Supernatural,Suspense;N\A; R - 17+ (violence & profanity)  ;969;7.86;N\A;2008
762;Les Misérables: Shoujo Cosette;1695;TV;52;24 min. per ep.;Nippon Animation;Novel;Drama,Slice of Life;N\A; G - All Ages  ;3699;7.86;Shoujo;2007
763;Lupin the IIIrd: Chikemuri no Ishikawa Goemon;34021;Movie;1;53 min.;Telecom Animation Film;Manga;Action,Adventure,Drama;N\A; R+ - Mild Nudity  ;3255;7.86;Seinen;2017
764;Magi: Sinbad no Bouken (TV);31741;TV;13;24 min. per ep.;Lay-duce;Manga;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;414;7.86;Shounen;2016
765;Magic Kaito 1412;25517;TV;24;24 min. per ep.;A-1 Pictures;Manga;Adventure,Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;1555;7.86;Shounen;2014
766;Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza;24921;Movie;1;1 hr. 45 min.;SANZIGEN;Manga;Action,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;3453;7.85;Seinen;2015
767;Densetsu Kyojin Ideon: Hatsudou-hen;2761;Movie;1;1 hr. 38 min.;Sunrise;Original;Drama,Sci-Fi;Mecha,Space; R+ - Mild Nudity  ;5988;7.85;N\A;1982
768;Detective Conan Movie 01: The Timed Skyscraper;779;Movie;1;1 hr. 34 min.;TMS Entertainment;Manga;Adventure,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;2268;7.85;Shounen;1997
769;Flanders no Inu (Movie);2623;Movie;1;1 hr. 42 min.;Nippon Animation;Novel;N\A;N\A; G - All Ages  ;4114;7.85;N\A;1997
770;Hoozuki no Reitetsu 2nd Season: Sono Ni;37029;TV;13;23 min. per ep.;Studio Deen;Manga;Comedy,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;3707;7.85;Seinen;2018
771;InuYasha;249;TV;167;24 min. per ep.;Sunrise;Manga;Action,Adventure,Comedy,Fantasy,Romance,Supernatural;Demons,Historical; PG-13 - Teens 13 or older  ;215;7.85;Shounen;2000
772;K-On!;5680;TV;13;24 min. per ep.;Kyoto Animation;4-koma;Comedy,Slice of Life;Music,School; PG-13 - Teens 13 or older  ;122;7.85;N\A;2009
773;Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!;32380;OVA;1;23 min.;Studio Deen;Light;Adventure,Comedy,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;520;7.85;N\A;2016
774;Princess Connect! Re:Dive Season 2;42670;TV;12;23 min. per ep.;CygamesPictures;Game;Action,Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;2025;7.85;N\A;2022
775;Seihou Bukyou Outlaw Star;400;TV;24;25 min. per ep.;Sunrise;Manga;Action,Adventure,Comedy,Sci-Fi;N\A; R+ - Mild Nudity  ;1311;7.85;N\A;1998
776;Seitokai Yakuindomo Movie;34504;Movie;1;1 hr.;GoHands;4-koma;Comedy,Slice of Life;N\A; R - 17+ (violence & profanity)  ;2534;7.85;Shounen;2017
777;Seto no Hanayome OVA;4163;OVA;2;30 min. per ep.;Gonzo;Manga;Comedy,Romance;Parody,School; PG-13 - Teens 13 or older  ;2576;7.85;Shounen;2008
778;Michiko to Hatchin;4087;TV;22;22 min. per ep.;Manglobe;Original;Action,Adventure;N\A; R - 17+ (violence & profanity)  ;1059;7.84;N\A;2008
779;Non Non Biyori Repeat: Hotaru ga Tanoshinda;32547;OVA;1;24 min.;SILVER LINK.;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;2817;7.84;Seinen;2016
