Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year;Duration;Action;Adventure;Comedy;Drama;Fantasy;Mystery;Sci-Fi;Suspense;Romance;Slice of Life;Supernatural;Sports;Ecchi;Horror;Avant Garde;Boys Love;Gourmet;Girls Love;Military;Super Power;Historical;Parody;Samurai;Space;Mecha;Demons;Martial Arts;School;Psychological;Police;Game;Harem;Vampire;Manga;Visual;Novel;Light;Original;Web;4-koma;Book;Picture;Card;Mixed; R - 17+ (violence & profanity)  ; PG-13 - Teens 13 or older  ; R+ - Mild Nudity  ; PG - Children  ; G - All Ages  ;TV;Movie;OVA;ONA;Special;Shounen;Shoujo;Seinen;Josei;Kids
Home!;48577;ONA;1;7 min.;Orange;Original;Sci-Fi,Supernatural;N\A; PG-13 - Teens 13 or older  ;3757;6.76;N\A;2021;7;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Wave!!: Surfing Yappe!! (TV);46118;TV;12;23 min. per ep.;Asahi Production;Mixed;Slice of Life,Sports;N\A; PG-13 - Teens 13 or older  ;5993;5.84;N\A;2021;23;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Gakusen Toshi Asterisk 2nd Season;31737;TV;12;24 min. per ep.;A-1 Pictures;Light;Comedy,Fantasy,Romance,Sci-Fi,Supernatural,Ecchi;Harem,School; PG-13 - Teens 13 or older  ;2944;7.03;N\A;2016;24;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Tight-rope;12695;OVA;2;23 min. per ep.;PrimeTime;Manga;Boys Love,Romance;N\A; PG-13 - Teens 13 or older  ;2977;7.02;N\A;2012;23;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario;1526;Movie;1;1 hr. 40 min.;OLM;Game;Action,Adventure,Drama,Fantasy;N\A; PG - Children  ;1985;7.3;Kids;2005;100;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1
Death Note: Rewrite;2994;Special;2;1 hr. 52 min. per ep.;Madhouse;Manga;Mystery,Supernatural,Suspense;Police,Psychological; R - 17+ (violence & profanity)  ;942;7.69;N\A;2007;112;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Gate: Jieitai Kanochi nite, Kaku Tatakaeri;28907;TV;12;23 min. per ep.;A-1 Pictures;Light;Action,Adventure,Fantasy;N\A; R - 17+ (violence & profanity)  ;911;7.71;N\A;2015;23;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Strange Dawn;171;TV;13;23 min. per ep.;Hal Film Maker;Original;Adventure,Drama,Fantasy;N\A; PG - Children  ;5029;6.32;N\A;2000;23;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
King of Prism by Pretty Rhythm Short Anime;32989;Special;1;19 min.;add some;Original;Comedy,Fantasy;N\A; PG - Children  ;5277;6.23;N\A;2016;19;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Magikano;576;TV;13;24 min. per ep.;Tokyo Kids;Manga;Comedy,Fantasy,Romance;N\A; PG-13 - Teens 13 or older  ;4990;6.34;Shounen;2006;24;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Kyoukaisenjou no Horizon;10456;TV;13;24 min. per ep.;Sunrise;Light;Action,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;2880;7.05;N\A;2011;24;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Makai Senki Disgaea;860;TV;12;24 min. per ep.;OLM;Game;Action,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;3846;6.73;N\A;2006;24;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars;1969;Movie;1;1 hr. 40 min.;Sunrise;Original;Drama,Sci-Fi;Mecha,Military,Space; PG-13 - Teens 13 or older  ;2704;7.11;N\A;2006;100;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Kyoukai no Kanata: Mini Gekijou;20909;Special;7;6 min. per ep.;Kyoto Animation;Original;Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;3400;6.88;N\A;2014;6;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Yuru Camp△ Specials;37341;Special;3;8 min. per ep.;C-Station;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1278;7.55;N\A;2018;8;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Urusei Yatsura Movie 3: Remember My Love;1922;Movie;1;1 hr. 35 min.;Studio Deen;Manga;Action,Adventure,Comedy,Drama,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;3194;6.94;N\A;1985;95;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Pandora to Akubi;39249;Movie;2;27 min. per ep.;Bakken Record;Other;Action,Fantasy;N\A; G - All Ages  ;5464;6.15;Shoujo;2019;27;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0
Stitch!: Itazura Alien no Daibouken;6899;TV;29;25 min. per ep.;Madhouse;Other;Adventure,Comedy,Sci-Fi;N\A; G - All Ages  ;5480;6.14;Kids;2009;25;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
Kokoro Connect;11887;TV;13;24 min. per ep.;SILVER LINK.;Light;Comedy,Drama,Romance,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;798;7.78;N\A;2012;24;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Strike Witches;3667;TV;12;24 min. per ep.;Gonzo;Original;Action,Sci-Fi,Ecchi;N\A; R+ - Mild Nudity  ;3125;6.97;N\A;2008;24;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Master Mosquiton '99;1806;TV;26;23 min. per ep.;add some;Manga;Action,Adventure,Comedy,Supernatural;N\A; PG-13 - Teens 13 or older  ;4371;6.56;N\A;1997;23;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Shiki;7724;TV;22;22 min. per ep.;Daume;Manga;Horror,Mystery,Supernatural,Suspense;Psychological,Vampire; R - 17+ (violence & profanity)  ;838;7.75;N\A;2010;22;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Sakura Taisen: Ecole de Paris;1964;OVA;3;25 min. per ep.;Radix;Game;Action,Adventure,Sci-Fi;Game,Harem,Mecha; PG-13 - Teens 13 or older  ;4824;6.4;N\A;2003;25;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Huyao Xiao Hongniang: Mu Tiancheng;44097;ONA;12;19 min. per ep.;Haoliners Animation League;Manga;Comedy,Drama,Romance,Supernatural;N\A; PG-13 - Teens 13 or older  ;3579;6.81;N\A;2020;19;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Maken-Ki! Specials;12449;Special;6;10 min. per ep.;AIC Spirits;Manga;Sports,Ecchi;N\A; R+ - Mild Nudity  ;5402;6.18;N\A;2011;10;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
Dragoon;3968;OVA;3;28 min. per ep.;add some;Game;Adventure,Fantasy;N\A; R+ - Mild Nudity  ;6190;5.68;N\A;1997;28;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Geneshaft;909;TV;13;23 min. per ep.;Satelight;Original;Adventure,Sci-Fi;Mecha,Space; PG-13 - Teens 13 or older  ;4945;6.35;N\A;2001;23;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Ryuu no Haisha;34549;Special;2;46 min. per ep.;Khara;Original;Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;1694;7.39;N\A;2017;46;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Lily C.A.T.;3258;OVA;1;1 hr. 7 min.;Studio Pierrot;Original;Horror,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;5922;5.9;N\A;1987;67;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Mang Huang Ji;37186;ONA;19;12 min. per ep.;add some;Novel;Action,Adventure,Fantasy;Historical,Martial Arts; PG-13 - Teens 13 or older  ;6052;5.79;N\A;2015;12;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Z/X: Ignition;20533;TV;12;24 min. per ep.;Telecom Animation Film;Card;Adventure,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4523;6.51;N\A;2014;24;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Yamato Takeru;4773;TV;37;24 min. per ep.;Nippon Animation;Original;Action,Adventure,Fantasy,Sci-Fi;Mecha,Space; PG-13 - Teens 13 or older  ;4102;6.65;Shounen;1994;24;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Hikari to Mizu no Daphne;1082;TV;24;24 min. per ep.;J.C.Staff;Original;Comedy,Drama,Mystery,Sci-Fi,Ecchi;Police,Psychological; PG-13 - Teens 13 or older  ;3717;6.77;N\A;2004;24;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Chu-Bra!!;6645;TV;12;24 min. per ep.;Zexcs;Manga;Comedy,Ecchi;N\A; PG-13 - Teens 13 or older  ;5318;6.21;Seinen;2010;24;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari;429;OVA;1;50 min.;Gonzo;Original;Comedy,Drama;N\A; PG - Children  ;673;7.86;Shoujo;2005;50;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!;9587;TV;12;23 min. per ep.;Zexcs;Manga;Comedy,Romance,Ecchi;N\A; PG-13 - Teens 13 or older  ;5571;6.1;N\A;2011;23;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Gintama: Monster Strike-hen;40323;ONA;2;11 min. per ep.;Bandai Namco Pictures;Manga;Action,Comedy;Parody,Samurai; PG-13 - Teens 13 or older  ;1506;7.45;N\A;2019;11;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Rockman.EXE Beast+;2713;TV;26;10 min. per ep.;Xebec;Game;Action,Adventure,Sci-Fi;Game,Mecha; PG - Children  ;3539;6.83;Shounen;2006;10;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
King's Raid: Ishi wo Tsugumono-tachi;41834;TV;26;24 min. per ep.;OLM,Sunrise Beyond;Game;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;5777;5.99;N\A;2020;24;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Douluo Dalu: Shan Yu Yu Lai;49063;ONA;13;21 min. per ep.;Sparkly Key Animation Studio;Novel;Action,Adventure,Fantasy,Romance;Historical,Martial Arts; PG-13 - Teens 13 or older  ;398;8.09;N\A;2021;21;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen;44;OVA;4;30 min. per ep.;Studio Deen;Manga;Action,Drama,Romance;Historical,Martial Arts,Samurai; R - 17+ (violence & profanity)  ;40;8.71;Shounen;1999;30;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Log Horizon 2nd Season;23321;TV;25;24 min. per ep.;Studio Deen;Light;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;1162;7.59;N\A;2014;24;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Toaru Hikuushi e no Tsuioku;9000;Movie;1;1 hr. 39 min.;Madhouse;Light;Adventure,Romance;N\A; PG-13 - Teens 13 or older  ;1091;7.63;N\A;2011;99;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Tiger Mask W;32881;TV;38;23 min. per ep.;Toei Animation;Manga;Action,Drama,Sports;N\A; PG-13 - Teens 13 or older  ;3189;6.94;Shounen;2016;23;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Rinne no Lagrange;11227;TV;12;23 min. per ep.;Xebec;Original;Action,Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;3312;6.9;N\A;2012;23;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Quanzhi Fashi;34300;ONA;12;18 min. per ep.;Shanghai Foch Film and TV Culture Investment;Novel;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;2282;7.23;N\A;2016;18;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi;35425;Movie;1;57 min.;Wit Studio;Manga;Action,Supernatural;N\A; PG-13 - Teens 13 or older  ;2331;7.21;N\A;2018;57;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari;19123;Special;1;1 hr. 46 min.;Toei Animation;Manga;Action,Adventure,Comedy,Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;286;8.2;Shounen;2013;106;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0
Kaibutsu-kun;3129;TV;49;25 min. per ep.;Studio Zero,Tokyo Movie;Manga;Comedy,Horror;N\A; PG - Children  ;4630;6.47;N\A;1968;25;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
Dragon Ball Movie 3: Makafushigi Daibouken;892;Movie;1;45 min.;Toei Animation;Manga;Action,Adventure,Comedy,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;3509;6.84;Shounen;1988;45;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen;32189;TV;12;24 min. per ep.;Lerche;Game;Action,Horror,Mystery;N\A; R - 17+ (violence & profanity)  ;2088;7.28;N\A;2016;24;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Heartcatch Precure!;7645;TV;49;24 min. per ep.;Toei Animation;Original;Action,Comedy,Fantasy,Slice of Life;N\A; G - All Ages  ;743;7.81;Shoujo;2010;24;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0
Hayate no Gotoku!;2026;TV;52;24 min. per ep.;SynergySP;Manga;Action,Comedy,Romance;Harem,Parody; PG-13 - Teens 13 or older  ;1297;7.54;Shounen;2007;24;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Mahoromatic: Automatic Maiden;276;TV;12;24 min. per ep.;Gainax,Shaft;Manga;Comedy,Romance,Sci-Fi,Ecchi;N\A; R+ - Mild Nudity  ;2538;7.16;N\A;2001;24;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Gundam: G no Reconguista Movie I - Ike! Core Fighter;38714;Movie;1;1 hr. 30 min.;Sunrise;Original;Action,Sci-Fi;Mecha,Space; PG-13 - Teens 13 or older  ;4565;6.49;N\A;2019;90;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Karneval;16033;OVA;1;5 min.;Manglobe;Manga;Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;2952;7.03;Josei;2012;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
Denpa Onna to Seishun Otoko: Mayonaka no Taiyou;10638;Special;1;29 min.;Shaft;Light;Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;2007;7.3;N\A;2012;29;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Machi Ichiban no Kechinbou;19971;Special;1;49 min.;add some;Novel;Drama,Supernatural;Historical,Music; G - All Ages  ;6106;5.75;N\A;1978;49;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
Ys;1276;OVA;7;26 min. per ep.;Tokyo Kids;Game;Action,Adventure,Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;4709;6.45;N\A;1989;26;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Hikari no Densetsu;2224;TV;19;24 min. per ep.;Tatsunoko Production;Manga;Romance,Sports;N\A; PG - Children  ;4134;6.63;Shoujo;1986;24;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
Bakugan Battle Brawlers: New Vestroia;5337;TV;52;24 min. per ep.;TMS Entertainment;Original;Adventure,Fantasy;N\A; PG - Children  ;4600;6.48;Shounen;2010;24;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
Kakushigoto Movie;44586;Movie;1;1 hr. 18 min.;Ajia-Do;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1022;7.66;Shounen;2021;78;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
Trinity Seven Movie 2: Heavens Library to Crimson Lord;37986;Movie;1;1 hr.;Seven Arcs Pictures;Manga;Action,Comedy,Fantasy,Ecchi;N\A; PG-13 - Teens 13 or older  ;1836;7.35;Shounen;2019;60;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
